Title|Image_1|Image_2|Image_3|Image_4|Cap_2|Cap_3|Cap_4
Pest Control Workers|https://www.bls.gov/ooh/images/15120.jpg|https://www.bls.gov/ooh/images/2686.jpg|https://www.bls.gov/ooh/images/2687.jpg|https://www.bls.gov/ooh/images/2689.jpg|Pest control workers inspect a building and its premises for signs of pests.|Pest control workers must travel to a client’s home or business.|State laws require pest control workers to be licensed.
Petroleum Engineers|https://www.bls.gov/ooh/images/15093.jpg|https://www.bls.gov/ooh/images/1931.jpg|https://www.bls.gov/ooh/images/1933.jpg|https://www.bls.gov/ooh/images/3560.jpg|Petroleum engineers help find oil and gas for the country’s energy needs.|Petroleum engineers generally work in an office setting, but must sometimes work on site to monitor operations.|Petroleum engineers must have a bachelor’s degree in engineering, preferably in petroleum engineering.
Pharmacists|https://www.bls.gov/ooh/images/15406.jpg|https://www.bls.gov/ooh/images/2400.jpg|https://www.bls.gov/ooh/images/2401.jpg|https://www.bls.gov/ooh/images/3495.jpg|Pharmacists review the accuracy of each filled prescription before it is given to the customer.|Pharmacists may consult with physicians if they have questions concerning a patient’s prescription.|Pharmacists must pay attention to detail, ensuring the accuracy of the prescriptions they fill.
Pharmacy Technicians|https://www.bls.gov/ooh/images/15408.jpg|https://www.bls.gov/ooh/images/2504.jpg|https://www.bls.gov/ooh/images/3490.jpg|https://www.bls.gov/ooh/images/3491.jpg|Pharmacy technicians fill prescriptions and check inventory.|Pharmacy technicians work primarily in pharmacies, including those found in grocery and drug stores, and in hospitals.|Pharmacy technicians spend much of their time interacting with customers.
Phlebotomists|https://www.bls.gov/ooh/images/15411.jpg|https://www.bls.gov/ooh/images/15413.jpg|https://www.bls.gov/ooh/images/15414.jpg|https://www.bls.gov/ooh/images/15410.jpg|Phlebotomists talk with patients and donors so they are less nervous about having their blood drawn.|Phlebotomists work mainly in hospitals, medical and diagnostic laboratories, and doctor’s offices.|Many employers look for phlebotomists who have completed some kind of professional certification.
Photographers|https://www.bls.gov/ooh/images/15631.jpg|https://www.bls.gov/ooh/images/2371.jpg|https://www.bls.gov/ooh/images/2372.jpg|https://www.bls.gov/ooh/images/2373.jpg|Photographers capture subjects in commercial-quality photographs.|Most photographers stand or walk for long periods while carrying heavy equipment.|Portrait photographers take pictures of individuals or groups of people and usually work in their own studios.
Physical Therapist Assistants and Aides|https://www.bls.gov/ooh/images/15416.jpg|https://www.bls.gov/ooh/images/2573.jpg|https://www.bls.gov/ooh/images/2574.jpg|https://www.bls.gov/ooh/images/2576.jpg|Physical therapist assistants help patients do specific exercises as part of the plan of care.|Physical therapist assistants give therapy through exercise, stretching, and other interventions.|Physical therapist assistants gain hands-on experience during supervised clinical work.
Physical Therapists|https://www.bls.gov/ooh/images/15418.jpg|https://www.bls.gov/ooh/images/2433.jpg|https://www.bls.gov/ooh/images/3554.jpg|https://www.bls.gov/ooh/images/3555.jpg|Physical therapists evaluate and record a patient’s progress.|Physical therapists use exercises and stretching maneuvers to ease patients&apos; pain.|Physical therapists use a variety of techniques, such as massage and stretching, to treat patients.
Physician Assistants|https://www.bls.gov/ooh/images/15420.jpg|https://www.bls.gov/ooh/images/2411.jpg|https://www.bls.gov/ooh/images/2412.jpg|https://www.bls.gov/ooh/images/2414.jpg|Physician assistants work in all areas of medicine, including primary care and family medicine, emergency medicine, and psychiatry.|Many physician assistants work in primary care specialties, such as general internal medicine, pediatrics, and family medicine.|Physician assistants often treat minor injuries, instruct and counsel patients, and order or carry out therapy.
Physicians and Surgeons|https://www.bls.gov/ooh/images/15422.jpg|https://www.bls.gov/ooh/images/2405.jpg|https://www.bls.gov/ooh/images/2407.jpg|https://www.bls.gov/ooh/images/2408.jpg|Physicians often work closely with other healthcare staff including physician assistants, registered nurses, and medical records and health information technicians.|Surgeons and anesthesiologists usually work in a sterile environment and must follow protocol to maintain it during procedures.|Physicians and surgeons may work in a medical specialty, such as cardiology, dermatology, pathology, or radiology.
Physicists and Astronomers|https://www.bls.gov/ooh/images/15542.jpg|https://www.bls.gov/ooh/images/2003.jpg|https://www.bls.gov/ooh/images/2004.jpg|https://www.bls.gov/ooh/images/2006.jpg|Physicists plan and conduct scientific experiments and studies to test theories and to discover properties of matter and energy.|Some astronomers work away from home temporarily at national or international facilities that have unique equipment.|Astronomers study planets, stars, galaxies, and other celestial bodies.
Plumbers, Pipefitters, and Steamfitters|https://www.bls.gov/ooh/images/2930.jpg|https://www.bls.gov/ooh/images/2932.jpg|https://www.bls.gov/ooh/images/2934.jpg|https://www.bls.gov/ooh/images/2935.jpg|Pipefitters install a variety of pipes to move liquids and gasses.|Plumbers risk getting burned as they solder pipes.|Most plumbers, pipefitters, and steamfitters learn their jobs through an apprenticeship.
Podiatrists|https://www.bls.gov/ooh/images/15424.jpg|https://www.bls.gov/ooh/images/2417.jpg|https://www.bls.gov/ooh/images/2419.jpg|https://www.bls.gov/ooh/images/3548.jpg|Podiatrists treat injuries involving the lower extremities.|Patients with diabetes may develop foot problems that require the care of a podiatrist.|Podiatrists listen to patients’ concerns about their feet, ankles, or lower legs.
Police, Fire, and Ambulance Dispatchers|https://www.bls.gov/ooh/images/15665.jpg|https://www.bls.gov/ooh/images/2839.jpg|https://www.bls.gov/ooh/images/2841.jpg|https://www.bls.gov/ooh/images/3609.jpg|Dispatchers monitor and track the status of police, fire, and ambulance units.|Dispatchers work in communication centers, often called public safety answering points (PSAPs).|Dispatchers must pass a typing test.
Police and Detectives|https://www.bls.gov/ooh/images/15749.jpg|https://www.bls.gov/ooh/images/2620.jpg|https://www.bls.gov/ooh/images/2621.jpg|https://www.bls.gov/ooh/images/2623.jpg|Police officers use computers to check license information.|Police and detectives regularly work at crime and accident scenes.|Police and detectives must use good judgment and have strong communication skills when gathering facts about a crime.
Political Scientists|https://www.bls.gov/ooh/images/15544.jpg|https://www.bls.gov/ooh/images/2068.jpg|https://www.bls.gov/ooh/images/2069.jpg|https://www.bls.gov/ooh/images/2070.jpg|Political scientists often present their findings.|Political scientists work in a variety of organizations that have a stake in policy, such as government, labor, and political organizations.|Political scientists learn to analyze quantitative and qualitative data.
Postal Service Workers|https://www.bls.gov/ooh/images/15667.jpg|https://www.bls.gov/ooh/images/2844.jpg|https://www.bls.gov/ooh/images/2845.jpg|https://www.bls.gov/ooh/images/2846.jpg|Carriers deliver mail to homes and businesses.|Although mail carriers work outdoors, sorters and processors typically work indoors.|Mail carriers must receive a passing grade on a road test.
Postsecondary Education Administrators|https://www.bls.gov/ooh/images/15592.jpg|https://www.bls.gov/ooh/images/1653.jpg|https://www.bls.gov/ooh/images/3635.jpg|https://www.bls.gov/ooh/images/1654.jpg|Postsecondary education administrators assist students with a variety of tasks, such as registering for classes and completing admissions applications.|Postsecondary education administrators work in colleges, universities, community colleges, and technical and trade schools.|Postsecondary education administrators need to build good relationships with colleagues, students, and parents.
Postsecondary Teachers|https://www.bls.gov/ooh/images/15283.jpg|https://www.bls.gov/ooh/images/2163.jpg|https://www.bls.gov/ooh/images/2164.jpg|https://www.bls.gov/ooh/images/2166.jpg|Professors may teach a wide variety of subjects, such as history, science, business, or music.|Most classes are held during the day, but some are held on nights and weekends.|Some institutions prefer to hire professors who have teaching experience, which can be gained by working as a graduate teaching assistant.
Power Plant Operators, Distributors, and Dispatchers|https://www.bls.gov/ooh/images/15720.jpg|https://www.bls.gov/ooh/images/3116.jpg|https://www.bls.gov/ooh/images/3118.jpg|https://www.bls.gov/ooh/images/3119.jpg|Operators may have to operate or repair complex machinery.|Power plant operators must monitor plant equipment and take action if problems arise.|Most power plant operators work at a control station.
Preschool and Childcare Center Directors|https://www.bls.gov/ooh/images/15594.jpg|https://www.bls.gov/ooh/images/1641.jpg|https://www.bls.gov/ooh/images/1642.jpg|https://www.bls.gov/ooh/images/1644.jpg|Preschool and childcare center directors assist staff with caring for and teaching children.|Most preschool and childcare center directors work in childcare facilities.|Preschool and childcare center directors need to be able to interact with children, staff, and parents.
Preschool Teachers|https://www.bls.gov/ooh/images/15285.jpg|https://www.bls.gov/ooh/images/15286.jpg|https://www.bls.gov/ooh/images/2170.jpg|https://www.bls.gov/ooh/images/2171.jpg|Preschool teachers use play to teach children about the world.|Preschool teachers usually work in public schools, private schools, and childcare centers that have preschool programs.|Preschool teachers must plan lessons that engage young students and must also adapt their lessons to suit different learning styles.
Private Detectives and Investigators|https://www.bls.gov/ooh/images/15751.jpg|https://www.bls.gov/ooh/images/2626.jpg|https://www.bls.gov/ooh/images/2627.jpg|https://www.bls.gov/ooh/images/2628.jpg|Private detectives and investigators must properly collect and document evidence so that it may be used in a court of law.|Many private detectives and investigators spend time away from their desks while conducting surveillance in the field.|Although most learn on the job, many private detectives and investigators have a law enforcement background.
Probation Officers and Correctional Treatment Specialists|https://www.bls.gov/ooh/images/15178.jpg|https://www.bls.gov/ooh/images/2134.jpg|https://www.bls.gov/ooh/images/2136.jpg|https://www.bls.gov/ooh/images/2137.jpg|Correctional treatment specialists counsel law offenders and create rehabilitation plans for them to follow when they are no longer in prison.|Extensive travel and paperwork can also contribute to more hours of work.|Probation officers may go on to specialize in a certain type of casework, such as working with juvenile law offenders.
Producers and Directors|https://www.bls.gov/ooh/images/15304.jpg|https://www.bls.gov/ooh/images/2290.jpg|https://www.bls.gov/ooh/images/2292.jpg|https://www.bls.gov/ooh/images/3586.jpg|Stage directors make sure the cast and crew give a consistently strong live performance.|Producers and directors audition and select cast members.|Producers and directors ensure that a project stays on schedule and within budget.
Property, Real Estate, and Community Association Managers|https://www.bls.gov/ooh/images/15596.jpg|https://www.bls.gov/ooh/images/1688.jpg|https://www.bls.gov/ooh/images/1689.jpg|https://www.bls.gov/ooh/images/1690.jpg|Onsite managers often show apartments.|Property, real estate, and community association managers must interact with clients every day.|A high school diploma combined with several years of related work experience is typically required for entry-level positions.
Property Appraisers and Assessors|https://www.bls.gov/ooh/images/15124.jpg|https://www.bls.gov/ooh/images/1746.jpg|https://www.bls.gov/ooh/images/1747.jpg|https://www.bls.gov/ooh/images/1748.jpg|Appraisers and assessors estimate the value of property.|Appraisers and assessors research data on property and write reports.|Assessors and appraisers tend to take the same courses for certification.
Psychiatric Technicians and Aides|https://www.bls.gov/ooh/images/15426.jpg|https://www.bls.gov/ooh/images/2564.jpg|https://www.bls.gov/ooh/images/2565.jpg|https://www.bls.gov/ooh/images/3567.jpg|Psychiatric aides and technicians work as part of a medical team, under the direction of physicians.|Psychiatric technicians may monitor patients’ vital signs, such as taking their blood pressure.|Psychiatric technicians observe patients’ behavior and listen to their concerns.
Psychologists|https://www.bls.gov/ooh/images/15546.jpg|https://www.bls.gov/ooh/images/2044.jpg|https://www.bls.gov/ooh/images/2045.jpg|https://www.bls.gov/ooh/images/2046.jpg|Industrial-organizational psychologists apply psychological research and methods to workplace issues.|Counseling psychologists often have their own practices.|In most states, practicing psychology or using the title of “psychologist” requires licensure.
Public Relations and Fundraising Managers|https://www.bls.gov/ooh/images/15599.jpg|https://www.bls.gov/ooh/images/15600.jpg|https://www.bls.gov/ooh/images/1585.jpg|https://www.bls.gov/ooh/images/15598.jpg|Public relations and fundraising managers plan an organization’s communication with the public, including consumers, investors, and media outlets.|Public relations managers and specialists work in fairly high-stress environments, often managing and organizing several events at the same time.|A bachelor’s degree and years of work experience are typically needed for public relations or fundraising manager positions.
Public Relations Specialists|https://www.bls.gov/ooh/images/15634.jpg|https://www.bls.gov/ooh/images/15636.jpg|https://www.bls.gov/ooh/images/15637.jpg|https://www.bls.gov/ooh/images/15633.jpg|Public relations specialists evaluate advertising and promotion programs.|Public relations specialists work in many different industries.|Public relations specialists typically need a bachelor&rsquo;s degree.
Purchasing Managers, Buyers, and Purchasing Agents|https://www.bls.gov/ooh/images/15164.jpg|https://www.bls.gov/ooh/images/3235.jpg|https://www.bls.gov/ooh/images/3590.jpg|https://www.bls.gov/ooh/images/3237.jpg|Purchasing agents and buyers consider price, quality, availability, reliability, and technical support when choosing suppliers and merchandise.|Purchasing managers plan and coordinate the work of buyers and purchasing agents.|Buyers and purchasing agents typically receive on-the-job training which lasts for more than 1 year.
Quality Control Inspectors|https://www.bls.gov/ooh/images/15724.jpg|https://www.bls.gov/ooh/images/3134.jpg|https://www.bls.gov/ooh/images/3135.jpg|https://www.bls.gov/ooh/images/3132.jpg|Quality control inspectors remove or discard all products and equipment that fail to meet specifications.|Quality control inspectors may be required to stand for long periods of time or lift heavy objects.|Quality control inspectors usually receive up to one year of on-the-job training.
Radiation Therapists|https://www.bls.gov/ooh/images/15428.jpg|https://www.bls.gov/ooh/images/2437.jpg|https://www.bls.gov/ooh/images/3556.jpg|https://www.bls.gov/ooh/images/3557.jpg|Radiation therapists are part of the oncology teams that treat patients with cancer.|Radiation therapists work in hospitals, offices of physicians, and outpatient centers.|Radiation therapists must be licensed or certified in most states.
Radiologic and MRI Technologists|https://www.bls.gov/ooh/images/15430.jpg|https://www.bls.gov/ooh/images/2492.png|https://www.bls.gov/ooh/images/2493.jpg|https://www.bls.gov/ooh/images/3562.png|Radiologic technologists specialize in x-ray and computed tomography (CT) imaging.|Radiologic and MRI technologists work in hospitals and other healthcare facilities.|Radiologic technologists must follow instructions exactly to get the images needed for diagnoses.
Railroad Workers|https://www.bls.gov/ooh/images/15792.jpg|https://www.bls.gov/ooh/images/3199.jpg|https://www.bls.gov/ooh/images/3200.jpg|https://www.bls.gov/ooh/images/3202.jpg|Locomotive engineers use a variety of controls to operate a train.|Locomotive engineers who work on long routes are sometimes away from home for long periods at a time.|All train employees need mechanical ability.
Real Estate Brokers and Sales Agents|https://www.bls.gov/ooh/images/15763.jpg|https://www.bls.gov/ooh/images/2793.jpg|https://www.bls.gov/ooh/images/2794.jpg|https://www.bls.gov/ooh/images/2796.jpg|Real estate brokers and sales agents help clients find a home that meets their needs.|Real estate brokers and sales agents show properties to prospective buyers.|Real estate brokers and sales agents often find new clients through referrals.
Receptionists|https://www.bls.gov/ooh/images/15669.jpg|https://www.bls.gov/ooh/images/2827.jpg|https://www.bls.gov/ooh/images/2828.jpg|https://www.bls.gov/ooh/images/2830.jpg|Receptionists greet patients in hospitals and doctors&apos; offices.|Receptionists are employed in virtually every industry.|Receptionists need to be good at communicating with people.
Recreational Therapists|https://www.bls.gov/ooh/images/15432.jpg|https://www.bls.gov/ooh/images/15433.jpg|https://www.bls.gov/ooh/images/2441.jpg|https://www.bls.gov/ooh/images/2444.jpg|Recreational therapists engage patients in therapeutic activities, such as swimming.|Therapy may be provided in a clinical setting or out in a community.|Most recreational therapists need a bachelor’s degree in recreational therapy or a related field.
Recreation Workers|https://www.bls.gov/ooh/images/15690.jpg|https://www.bls.gov/ooh/images/2746.jpg|https://www.bls.gov/ooh/images/2747.jpg|https://www.bls.gov/ooh/images/2748.jpg|Recreation workers lead groups in activities such as arts and crafts.|Activity specialists who teach dance usually provide instruction indoors.|Recreation workers maintain order and safety.
Registered Nurses|https://www.bls.gov/ooh/images/15435.jpg|https://www.bls.gov/ooh/images/2422.jpg|https://www.bls.gov/ooh/images/2423.jpg|https://www.bls.gov/ooh/images/2425.jpg|Registered nurses set up plans for patient care.|Registered nurses work in many settings, from schools to doctors&apos; offices.|Registered nurses must be able to effectively communicate with patients to understand their concerns and assess their health conditions.
Rehabilitation Counselors|https://www.bls.gov/ooh/images/15180.jpg|https://www.bls.gov/ooh/images/2122.jpg|https://www.bls.gov/ooh/images/2124.jpg|https://www.bls.gov/ooh/images/2125.jpg|Rehabilitation counselors help people with disabilities develop strategies to live with their disability and transition to employment.|Rehabilitation counselors work in a variety of settings, such as community rehabilitation centers, senior citizen centers, and youth guidance organizations.|Rehabilitation counselors may need to complete a period of supervised clinical experience as part of a master’s degree.
Reporters, Correspondents, and Broadcast News Analysts|https://www.bls.gov/ooh/images/15639.jpg|https://www.bls.gov/ooh/images/2337.jpg|https://www.bls.gov/ooh/images/2338.jpg|https://www.bls.gov/ooh/images/2339.jpg|Reporters that work in television set up and conduct interviews, which may be broadcast live or recorded for future broadcasts.|Reporters and correspondents spend a lot of time in the field conducting interviews and investigating stories.|Journalists need to be persistent in their pursuit of the story as getting the facts of the story can be difficult, especially when those involved refuse to comment.
Respiratory Therapists|https://www.bls.gov/ooh/images/15437.jpg|https://www.bls.gov/ooh/images/2447.jpg|https://www.bls.gov/ooh/images/2448.jpg|https://www.bls.gov/ooh/images/2450.jpg|Respiratory therapists interview and examine patients with breathing or cardiopulmonary disorders.|Respiratory therapists treat patients in every age group.|Respiratory therapists typically need an associate’s degree, but some have bachelor’s degrees.
Retail Sales Workers|https://www.bls.gov/ooh/images/15765.jpg|https://www.bls.gov/ooh/images/2758.jpg|https://www.bls.gov/ooh/images/2760.jpg|https://www.bls.gov/ooh/images/2761.jpg|Retail sales workers maintain knowledge of current sales and promotions.|Retail sales workers often stand for long periods and may need supervisory approval to leave the sales floor.|A friendly and outgoing personality is important for these workers, as the job requires almost constant interaction with people.
Roofers|https://www.bls.gov/ooh/images/15249.jpg|https://www.bls.gov/ooh/images/2950.jpg|https://www.bls.gov/ooh/images/2951.jpg|https://www.bls.gov/ooh/images/2952.jpg|Roofers install shingles, asphalt, metal, or other materials to make the roof weatherproof.|Roofing work can be physically demanding since it involves heavy lifting, climbing, bending, and kneeling.|Most roofers learn their trade on the job working with experienced coworkers.
Sales Engineers|https://www.bls.gov/ooh/images/15767.jpg|https://www.bls.gov/ooh/images/2799.jpg|https://www.bls.gov/ooh/images/2800.jpg|https://www.bls.gov/ooh/images/2801.jpg|Sales engineers specialize in technologically and scientifically advanced products.|Sales engineers often give presentations in which they describe the technical aspects of a product and explain how it will solve a specific customer problem.|Successful sales engineers will have a combination of technical knowledge of the products they are selling and strong interpersonal skills.
Sales Managers|https://www.bls.gov/ooh/images/15602.jpg|https://www.bls.gov/ooh/images/1577.jpg|https://www.bls.gov/ooh/images/1579.jpg|https://www.bls.gov/ooh/images/1580.jpg|Sales managers recruit, hire, and train new members of the sales staff.|Sales managers have a lot of responsibility, and the position can be stressful.|Most sales managers have a bachelor’s degree and previous work experience as a sales representative.
School and Career Counselors|https://www.bls.gov/ooh/images/15182.jpg|https://www.bls.gov/ooh/images/2111.jpg|https://www.bls.gov/ooh/images/2112.jpg|https://www.bls.gov/ooh/images/2113.jpg|Career counselors assist people with the process of making career decisions.|School counselors work in private and public schools where they have private offices.|Career counselors who work in private practices may also need a license.
Secretaries and Administrative Assistants|https://www.bls.gov/ooh/images/15671.jpg|https://www.bls.gov/ooh/images/2850.jpg|https://www.bls.gov/ooh/images/2851.jpg|https://www.bls.gov/ooh/images/2853.jpg|Secretaries and administrative assistants create and maintain filing systems.|Secretaries and administrative assistants work in offices.|Secretaries and administrative assistants may seek training in word processing, spreadsheet, and database software.
Securities, Commodities, and Financial Services Sales Agents|https://www.bls.gov/ooh/images/15769.jpg|https://www.bls.gov/ooh/images/2776.jpg|https://www.bls.gov/ooh/images/2777.jpg|https://www.bls.gov/ooh/images/2779.jpg|Securities, commodities, and financial services sales agents spend much of the day interacting with people, whether selling stock to an individual or discussing the status of a merger deal with a company executive.|Electronic trading is changing the exchange floor environment, with more traders carrying out orders behind a desk and fewer working on the exchange floor.|Brokers and investment bankers must register as representatives of their firm with the Financial Industry Regulatory Authority (FINRA).
Security Guards and Gambling Surveillance Officers|https://www.bls.gov/ooh/images/15753.jpg|https://www.bls.gov/ooh/images/2633.jpg|https://www.bls.gov/ooh/images/2634.png|https://www.bls.gov/ooh/images/2635.jpg|Security guards control building access for employees and visitors.|Security guards and gambling surveillance officers may need to monitor activity on multiple cameras.|Most states require that guards be registered with the state in which they work.
Sheet Metal Workers|https://www.bls.gov/ooh/images/15252.jpg|https://www.bls.gov/ooh/images/3375.jpg|https://www.bls.gov/ooh/images/3377.jpg|https://www.bls.gov/ooh/images/15251.jpg|Sheet metal workers mark metal before drilling holes.|Some sheet metal workers install sheet metal at construction sites, which requires climbing and working at great heights.|Sheet metal workers learn their trade through an apprenticeship or on-the-job training, or at a technical school.
Skincare Specialists|https://www.bls.gov/ooh/images/15692.jpg|https://www.bls.gov/ooh/images/2722.jpg|https://www.bls.gov/ooh/images/2723.jpg|https://www.bls.gov/ooh/images/2724.jpg|Skincare specialists remove unwanted hair using wax or laser treatment.|Skincare specialists work in salons, beauty spas, and sometimes in medical offices.|Skincare specialists must pass a state-approved cosmetology program before getting licensed.
Small Engine Mechanics|https://www.bls.gov/ooh/images/15474.jpg|https://www.bls.gov/ooh/images/3026.jpg|https://www.bls.gov/ooh/images/3028.jpg|https://www.bls.gov/ooh/images/3029.jpg|Motorcycle mechanics specialize in working on motorcycles, scooters, mopeds, dirt bikes, and all-terrain vehicles.|Motorboat mechanics and service technicians maintain and repair the mechanical and electrical components of boat engines.|Many tasks, such as disassembling engine parts, connecting or attaching components, and using hand tools, require a steady hand and good hand-eye coordination.
Social and Community Service Managers|https://www.bls.gov/ooh/images/15604.jpg|https://www.bls.gov/ooh/images/1694.jpg|https://www.bls.gov/ooh/images/15605.jpg|https://www.bls.gov/ooh/images/3637.jpg|Social and community service managers meet with community members and funding providers to discuss their programs.|Social and community service managers work in a variety of settings, including offices, clinics, hospitals, and shelters.|Social and community service managers typically need at least a bachelor&apos;s degree and work experience in a related occupation.
Social and Human Service Assistants|https://www.bls.gov/ooh/images/15184.jpg|https://www.bls.gov/ooh/images/2140.jpg|https://www.bls.gov/ooh/images/2141.jpg|https://www.bls.gov/ooh/images/3580.jpg|Social and human service assistants help the elderly stay in their own homes and live under their own care whenever possible.|Social and human service assistants sometimes travel around their community to see clients.|The duties of social and human service assistants are often determined by their level of education.
Social Workers|https://www.bls.gov/ooh/images/15187.jpg|https://www.bls.gov/ooh/images/2128.jpg|https://www.bls.gov/ooh/images/2130.jpg|https://www.bls.gov/ooh/images/15186.jpg|Child and family social workers protect vulnerable children and support families in need of assistance.|Although most social workers work in an office, they may spend a lot of time away from the office visiting clients.|Clinical social workers need a master&apos;s degree, supervised experience, and a license to provide mental health or counseling services.
Sociologists|https://www.bls.gov/ooh/images/15548.jpg|https://www.bls.gov/ooh/images/2050.jpg|https://www.bls.gov/ooh/images/2052.jpg|https://www.bls.gov/ooh/images/2053.jpg|Some sociologists conduct interviews for their research.|Sociologists may work outside of an office setting when conducting research through interviews or observations or presenting research results.|Many sociology programs offer opportunities to gain experience through internships or by preparing reports.
Software Developers|https://www.bls.gov/ooh/images/15216.jpg|https://www.bls.gov/ooh/images/1794.jpg|https://www.bls.gov/ooh/images/1795.jpg|https://www.bls.gov/ooh/images/3638.jpg|Developers create flow charts that help programmers write computer code.|Developers may oversee a team of people during the software development process.|Software developers usually have a bachelor’s degree in computer science and strong computer-programming skills.
Solar Photovoltaic Installers|https://www.bls.gov/ooh/images/15255.jpg|https://www.bls.gov/ooh/images/15257.jpg|https://www.bls.gov/ooh/images/15258.jpg|https://www.bls.gov/ooh/images/15254.jpg|Solar photovoltaic installers usually work as part of a team.|Some photovoltaic installers place thin solar film on rooftops.|Most photovoltaic installers learn on the job working with experienced installers.
Special Education Teachers|https://www.bls.gov/ooh/images/15288.jpg|https://www.bls.gov/ooh/images/2192.jpg|https://www.bls.gov/ooh/images/2193.jpg|https://www.bls.gov/ooh/images/2194.jpg|Special education teachers may teach students in small groups or on a one-on-one basis.|Special education teachers work with students from preschool to high school.|Special education teachers need to be able to explain  concepts in terms students with learning disabilities can understand.
Special Effects Artists and Animators|https://www.bls.gov/ooh/images/15112.jpg|https://www.bls.gov/ooh/images/2244.jpg|https://www.bls.gov/ooh/images/3584.jpg|https://www.bls.gov/ooh/images/2246.jpg|Special effects artists and animators create two- and three-dimensional models and animation.|Special effects artists and animators frequently work in offices.|Employers look for workers who have a good portfolio of work and strong computer programming skills.
Speech-Language Pathologists|https://www.bls.gov/ooh/images/15439.jpg|https://www.bls.gov/ooh/images/2453.jpg|https://www.bls.gov/ooh/images/2454.jpg|https://www.bls.gov/ooh/images/2455.jpg|Speech-language pathologists must be able to listen to and communicate with their patient in order to determine the right course of treatment.|Most speech-language pathologists work in schools or healthcare facilities.|Some speech-language pathologists specialize in working with specific age groups, such as children.
Stationary Engineers and Boiler Operators|https://www.bls.gov/ooh/images/15734.jpg|https://www.bls.gov/ooh/images/3122.jpg|https://www.bls.gov/ooh/images/3124.jpg|https://www.bls.gov/ooh/images/3125.jpg|Stationary engineers and boiler operators repair malfunctioning equipment.|Stationary engineers and boiler operators typically work in boiler rooms and mechanical rooms.|Stationary engineers and boiler operators continue training throughout their career.
Substance Abuse, Behavioral Disorder, and Mental Health Counselors|https://www.bls.gov/ooh/images/15189.jpg|https://www.bls.gov/ooh/images/2105.jpg|https://www.bls.gov/ooh/images/2107.jpg|https://www.bls.gov/ooh/images/2108.jpg|Substance abuse, behavioral disorder, and mental health counselors provide treatment and support.|Substance abuse, behavioral disorder, and mental health counselors work in a wide variety of settings, including mental health centers, prisons, probation or parole agencies, and juvenile detention facilities.|Substance abuse, behavioral disorder, and mental health counselors need a license in private practice.
Surgical Technologists|https://www.bls.gov/ooh/images/15441.jpg|https://www.bls.gov/ooh/images/2507.jpg|https://www.bls.gov/ooh/images/2508.jpg|https://www.bls.gov/ooh/images/3563.jpg|Surgical technologists may transport patients to surgery.|Surgical technologists are trained to maintain the sterile field, preventing the risk of infection during surgery.|Surgical technologists work as members of a healthcare team alongside physicians and surgeons, registered nurses, and other healthcare workers.
Surveying and Mapping Technicians|https://www.bls.gov/ooh/images/15095.jpg|https://www.bls.gov/ooh/images/1962.jpg|https://www.bls.gov/ooh/images/1963.jpg|https://www.bls.gov/ooh/images/1965.jpg|Surveying technicians operate surveying instruments, such as electronic distance-measuring equipment.|Surveying technicians visit sites to take measurements of the land.|Learning to master the equipment is a big part of the training for surveying and mapping technicians.
Surveyors|https://www.bls.gov/ooh/images/15097.jpg|https://www.bls.gov/ooh/images/1856.jpg|https://www.bls.gov/ooh/images/3644.jpg|https://www.bls.gov/ooh/images/1857.jpg|Surveyors update boundary lines and prepare sites for construction so that legal disputes are prevented.|Surveyors collect data outdoors.|Surveyors typically need a bachelor&apos;s degree, but they also typically work under a licensed surveyor for 4 years.
Survey Researchers|https://www.bls.gov/ooh/images/15550.jpg|https://www.bls.gov/ooh/images/2038.jpg|https://www.bls.gov/ooh/images/2039.jpg|https://www.bls.gov/ooh/images/2041.jpg|Survey researchers often present their findings.|Survey researchers often work alone, compiling results and analyzing data.|Many research positions require a master&apos;s degree or Ph.D., though a bachelor&apos;s degree may be sufficient for some entry-level positions.
Tax Examiners and Collectors, and Revenue Agents|https://www.bls.gov/ooh/images/15166.jpg|https://www.bls.gov/ooh/images/1782.jpg|https://www.bls.gov/ooh/images/1784.jpg|https://www.bls.gov/ooh/images/1785.jpg|Tax examiners and collectors, and revenue agents are responsible for ensuring that individuals and businesses pay the taxes they owe.|Tax examiners and collectors, and revenue agents work for federal, state, and local governments.|Most tax examiners and collectors, and revenue agents need a bachelor’s degree in accounting or a related field.
Teacher Assistants|https://www.bls.gov/ooh/images/15290.jpg|https://www.bls.gov/ooh/images/2233.jpg|https://www.bls.gov/ooh/images/2234.jpg|https://www.bls.gov/ooh/images/3583.jpg|Some teacher assistants work exclusively with special education students who attend traditional classes.|Some teacher assistants work in specific locations within schools, such as libraries.|Teacher assistants reinforce lessons presented in class by reviewing material with students one-on-one or in small groups.
Technical Writers|https://www.bls.gov/ooh/images/15641.jpg|https://www.bls.gov/ooh/images/2348.jpg|https://www.bls.gov/ooh/images/2349.jpg|https://www.bls.gov/ooh/images/2350.jpg|Technical writers often create diagrams to show users how a product works.|Technical writers usually work in offices.|Some technical writers work on a freelance basis.
